source airport,destination airport,airplane type,total Cost,break even cost per ticket, loss per flight
Newark Liberty International Airport,Salt Lake City International Airport,Airbus A200-100,25324.10725446915,625.2865988757815,-20947.10106233868
Newark Liberty International Airport,Salt Lake City International Airport,Airbus A220-300,22416.274447041535,467.00571764669866,-19147.234423514645
Newark Liberty International Airport,Ronald Reagan Washington National Airport,Boeing 737-600,6234.097996506316,174.62459373967275,-3963.9782778905706
Newark Liberty International Airport,Ronald Reagan Washington National Airport,Boeing 767-800,6792.622495632895,119.79933854731739,-5235.231094517769
Newark Liberty International Airport,Ronald Reagan Washington National Airport,Airbus A200-100,6155.708593120129,151.99280476839826,-4179.802131130951
Newark Liberty International Airport,Ronald Reagan Washington National Airport,Airbus A220-300,5861.7483304219295,122.1197568837902,-4274.191490932657
Newark Liberty International Airport,San Diego International Airport,Boeing 737-600,31240.81687965619,875.0929097942911,-14614.051593564658
Newark Liberty International Airport,San Diego International Airport,Boeing 767-800,38051.021099570244,671.0938465532671,-25300.238015058167
Newark Liberty International Airport,San Diego International Airport,Airbus A200-100,30284.998743527907,747.7777467537754,-16077.221555206173
Newark Liberty International Airport,San Diego International Airport,Airbus A220-300,26700.68073304683,556.2641819384756,-16131.661276215791
Newark Liberty International Airport,Baltimore/Washington International Airport,Boeing 737-600,5898.760416921662,165.23138422749756,-3750.7524219641937
Newark Liberty International Airport,Baltimore/Washington International Airport,Boeing 767-800,6373.450521152077,112.40653476458691,-4912.165569212448
Newark Liberty International Airport,Baltimore/Washington International Airport,Airbus A200-100,5832.1372443980945,144.00338875057022,-3960.0931906406813
Newark Liberty International Airport,Baltimore/Washington International Airport,Airbus A220-300,5582.300347434719,116.29792390488997,-4070.427336671149
Newark Liberty International Airport,Tampa International Airport,Boeing 737-600,15239.486972772616,426.8763857919501,-7128.835642725565
Newark Liberty International Airport,Tampa International Airport,Boeing 767-800,18049.358715965773,318.3308415514246,-12001.072726488706
Newark Liberty International Airport,Tampa International Airport,Airbus A200-100,14845.119008815684,366.54614836581936,-7880.7421898651155
Newark Liberty International Airport,Tampa International Airport,Airbus A220-300,13366.239143977182,278.46331549952464,-8075.436149486213
Newark Liberty International Airport,Austin-Bergstrom International Airport,Boeing 737-600,20897.401902860685,585.361397839235,-12702.342333111395
Newark Liberty International Airport,Austin-Bergstrom International Airport,Boeing 767-800,25121.752378575857,443.0644158478987,-18918.850556705274
Newark Liberty International Airport,Austin-Bergstrom International Airport,Airbus A200-100,20304.51060802347,501.3459409388511,-13285.667434879553
Newark Liberty International Airport,Austin-Bergstrom International Airport,Airbus A220-300,18081.168252383904,376.69100525799803,-12807.494178771933
Newark Liberty International Airport,Washington Dulles International Airport,Boeing 737-600,6384.143157384352,178.8275394225309,-4059.38514489145
Newark Liberty International Airport,Washington Dulles International Airport,Boeing 767-800,6980.178946730441,123.10721246438167,-5379.785184693479
Newark Liberty International Airport,Washington Dulles International Airport,Airbus A200-100,6300.4890115112175,155.56762991385722,-4278.109822631073
Newark Liberty International Airport,Washington Dulles International Airport,Airbus A220-300,5986.78596448696,124.72470759347834,-4365.364765771742
Newark Liberty International Airport,Nashville International Airport,Boeing 737-600,12396.346883138287,347.2366073708204,-8229.507594688443
Newark Liberty International Airport,Nashville International Airport,Boeing 767-800,14495.43360392286,255.6513863125725,-11427.616968171991
Newark Liberty International Airport,Nashville International Airport,Airbus A200-100,12101.738220572033,298.8083511252354,-8516.038007069208
Newark Liberty International Airport,Nashville International Airport,Airbus A220-300,10996.955735948573,229.1032444989286,-8247.71680196143
San Francisco International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 737-600,28022.204442728205,784.9356986758602,-2119.3263864248183
San Francisco International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 767-800,34027.75555341026,600.1367822470945,-14223.24173925614
San Francisco International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A200-100,27179.320076316693,671.0943228720171,-5033.20742154013
San Francisco International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A220-300,24018.503702273505,500.3854937973647,-7505.7824069604685
San Francisco International Airport,Dallas/Fort Worth International Airport,Boeing 767-800,24559.83599043837,433.1540739054386,-6800.518960315385
San Francisco International Airport,Dallas/Fort Worth International Airport,Airbus A220-300,17706.557326958915,368.8866109783107,-2582.2062768481755
San Francisco International Airport,Denver International Airport,Boeing 737-600,14859.362489405125,416.22864115980747,-8199.704230848205
San Francisco International Airport,Denver International Airport,Boeing 767-800,17574.203111756404,309.950672165016,-12614.992357116149
San Francisco International Airport,Denver International Airport,Airbus A200-100,14478.33222661898,357.4896846078761,-8758.497272892964
San Francisco International Airport,Denver International Airport,Airbus A220-300,13049.468741170936,271.86393210772786,-8699.64582744729
San Francisco International Airport,O'Hare International Airport,Boeing 767-800,29909.85420619362,527.510656193891,-3006.81074030518
San Francisco International Airport,John F. Kennedy International Airport,Boeing 767-800,40294.869414054745,710.6678909004364,-14710.825341639033
San Francisco International Airport,John F. Kennedy International Airport,Airbus A200-100,32017.092179270334,790.5454859079094,-3557.4546865855955
San Francisco International Airport,John F. Kennedy International Airport,Airbus A220-300,28196.57960936983,587.4287418618715,-7049.1449023424575
San Francisco International Airport,Harry Reid International Airport,Boeing 737-600,8654.520188105442,242.42353468082473,-5745.437771935545
San Francisco International Airport,Harry Reid International Airport,Boeing 767-800,9818.150235131801,173.1596161398907,-7740.234841453113
San Francisco International Airport,Harry Reid International Airport,Airbus A200-100,8491.203690277182,209.65935037721437,-5975.291485750609
San Francisco International Airport,Harry Reid International Airport,Airbus A220-300,7878.7668234212015,164.1409754879417,-5909.075117565901
San Francisco International Airport,Orlando International Airport,Boeing 737-600,31481.246354381645,881.8276289742759,-19135.659548741784
San Francisco International Airport,Orlando International Airport,Boeing 767-800,38351.55794297706,676.3943199819588,-28882.037463229637
San Francisco International Airport,Orlando International Airport,Airbus A200-100,30516.99209633317,753.5059776872388,-19967.908408711828
San Francisco International Airport,Orlando International Airport,Airbus A220-300,26901.03862865137,560.4383047635703,-19054.902361961387
San Francisco International Airport,Miami International Airport,Boeing 737-600,33057.06116629916,925.968099896335,-18241.5715679578
San Francisco International Airport,Miami International Airport,Boeing 767-800,40321.32645787395,711.1345054298756,-28943.174370995937
San Francisco International Airport,Miami International Airport,Airbus A200-100,32037.5151604641,791.0497570484963,-19380.71904768816
San Francisco International Airport,Miami International Airport,Airbus A220-300,28214.21763858263,587.7962008038048,-18809.478425721754
San Francisco International Airport,Charlotte Douglas International Airport,Boeing 737-600,29783.265074231083,834.2651281297224,-18103.55328041497
San Francisco International Airport,Charlotte Douglas International Airport,Boeing 767-800,36229.08134278885,638.9608702431897,-27283.629159384196
San Francisco International Airport,Charlotte Douglas International Airport,Airbus A200-100,28878.589106714207,713.0515828818322,-18895.86694636856
San Francisco International Airport,Charlotte Douglas International Airport,Airbus A220-300,25486.0542285259,530.9594630942896,-18052.621745205844
San Francisco International Airport,Seattle-Tacoma International Airport,Boeing 737-600,11642.763843955177,326.1278387662515,-4794.079229863896
San Francisco International Airport,Seattle-Tacoma International Airport,Boeing 767-800,13553.454804943973,239.03800361453216,-8533.656729038797
San Francisco International Airport,Seattle-Tacoma International Airport,Airbus A200-100,11374.596691535698,280.85423929717774,-5476.657666294966
San Francisco International Airport,Seattle-Tacoma International Airport,Airbus A220-300,10368.969869962648,216.02020562422183,-5832.545551853989
San Francisco International Airport,Phoenix Sky Harbor International Airport,Boeing 737-600,11319.047126233845,317.0601435919845,-3075.4833928422486
San Francisco International Airport,Phoenix Sky Harbor International Airport,Boeing 767-800,13148.808907792309,231.90139167182204,-7119.372724324936
San Francisco International Airport,Phoenix Sky Harbor International Airport,Airbus A200-100,11062.238455137922,273.1416902503191,-3960.554508629626
San Francisco International Airport,Phoenix Sky Harbor International Airport,Airbus A220-300,10099.205938528205,210.40012371933759,-4628.802721825427
San Francisco International Airport,Newark Liberty International Airport,Boeing 767-800,39998.04816935045,705.4329483130591,-14602.462030080322
San Francisco International Airport,Newark Liberty International Airport,Airbus A200-100,31787.967007919644,784.8880742696208,-3531.996334213294
San Francisco International Airport,Newark Liberty International Airport,Airbus A220-300,27998.698779566967,583.3062245743118,-6999.674694891739
San Francisco International Airport,George Bush Intercontinental Airport,Boeing 767-800,26965.84271821895,475.58805499504325,-8893.496628407309
San Francisco International Airport,George Bush Intercontinental Airport,Airbus A200-100,21728.018940379545,536.4942948241863,-1341.2357370604623
San Francisco International Airport,George Bush Intercontinental Airport,Airbus A220-300,19310.56181214597,402.3033710863744,-4023.033710863743
San Francisco International Airport,Logan International Airport,Boeing 737-600,34359.154133836055,962.4412922643154,-9335.680534963856
San Francisco International Airport,Logan International Airport,Boeing 767-800,41948.94266729508,739.8402586824529,-22713.095941551303
San Francisco International Airport,Logan International Airport,Airbus A200-100,33293.92065545585,822.0721149495271,-11920.045666768143
San Francisco International Airport,Logan International Airport,Airbus A220-300,29299.29511153005,610.4019814902093,-13428.843592784608
San Francisco International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 737-600,33031.609708617696,925.25517391086,-18227.526926043938
San Francisco International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 767-800,40289.51213577213,710.5734062746408,-28920.337635377877
San Francisco International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A200-100,32012.956736385502,790.4433762070495,-19365.862717072712
San Francisco International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A220-300,28193.008090514748,587.3543352190572,-18795.338727009832
San Francisco International Airport,Minneapolis-Saint Paul International Airport,Boeing 737-600,21849.910346149874,612.0423066148425,-9609.064213853026
San Francisco International Airport,Minneapolis-Saint Paul International Airport,Boeing 767-800,26312.387932687343,464.0632792361084,-17031.122347965174
San Francisco International Airport,Minneapolis-Saint Paul International Airport,Airbus A200-100,21223.59770242532,524.0394494426005,-10742.80871357331
San Francisco International Airport,Minneapolis-Saint Paul International Airport,Airbus A220-300,18874.92528845823,393.22761017621315,-11010.373084933968
San Francisco International Airport,LaGuardia Airport,Boeing 767-800,40201.180234374246,709.0155244157716,-14676.62135540647
San Francisco International Airport,LaGuardia Airport,Airbus A200-100,31944.770707236265,788.7597705490435,-3549.4189674706977
San Francisco International Airport,LaGuardia Airport,Airbus A220-300,28134.120156249497,586.1275032551979,-7033.530039062374
San Francisco International Airport,Detroit Metropolitan Airport,Boeing 737-600,27341.95305302751,765.8810378999303,-9726.689181329115
San Francisco International Airport,Detroit Metropolitan Airport,Boeing 767-800,33177.441316284385,585.1400584882608,-19719.219971054386
San Francisco International Airport,Detroit Metropolitan Airport,Airbus A200-100,26522.937156430056,654.8873371958039,-11460.528400926567
San Francisco International Airport,Detroit Metropolitan Airport,Airbus A220-300,23451.627544189592,488.5755738372832,-12214.389345932079
San Francisco International Airport,Philadelphia International Airport,Boeing 737-600,32307.905016147113,904.9833337856335,-2443.4550012212094
San Francisco International Airport,Philadelphia International Airport,Boeing 767-800,39384.8812701839,694.618717287194,-16462.463599706494
San Francisco International Airport,Philadelphia International Airport,Airbus A200-100,31314.64519101915,773.2011158276333,-5799.008368707251
San Francisco International Airport,Philadelphia International Airport,Airbus A220-300,27589.920846789264,574.790017641443,-8621.850264621644
San Francisco International Airport,Salt Lake City International Airport,Boeing 737-600,10724.993116535878,300.41997525310586,-8622.053289764137
San Francisco International Airport,Salt Lake City International Airport,Boeing 767-800,12406.24139566985,218.80496288659347,-10874.606655463695
San Francisco International Airport,Salt Lake City International Airport,Airbus A200-100,10489.028445780234,258.9883566859317,-8676.109948978712
San Francisco International Airport,Salt Lake City International Airport,Airbus A220-300,9604.160930446566,200.08668605097012,-8203.554128089774
San Francisco International Airport,Ronald Reagan Washington National Airport,Boeing 737-600,31421.559322927995,880.1557233313165,-21739.846366283513
San Francisco International Airport,Ronald Reagan Washington National Airport,Boeing 767-800,38276.949153659996,675.0784683185185,-30851.08600215629
San Francisco International Airport,Ronald Reagan Washington National Airport,Airbus A200-100,30459.399346684913,752.0839344860473,-22186.476067338393
San Francisco International Airport,Ronald Reagan Washington National Airport,Airbus A220-300,26851.29943577333,559.4020715786111,-20697.876648408608
San Francisco International Airport,San Diego International Airport,Boeing 737-600,9027.252310148677,252.8642103683103,-4475.696523519091
San Francisco International Airport,San Diego International Airport,Boeing 767-800,10284.065387685847,181.376814597634,-7019.282724928435
San Francisco International Airport,San Diego International Airport,Airbus A200-100,8850.857492248724,218.53969116663515,-4917.143051249292
San Francisco International Airport,San Diego International Airport,Airbus A220-300,8189.376925123897,170.61201927341452,-5118.360578202436
San Francisco International Airport,Baltimore/Washington International Airport,Boeing 737-600,31586.15940059918,884.766369764683,-21853.729333187664
San Francisco International Airport,Baltimore/Washington International Airport,Boeing 767-800,38482.699250748985,678.7072178262608,-31016.919854660115
San Francisco International Airport,Baltimore/Washington International Airport,Airbus A200-100,30618.223983034302,756.0055304452915,-22302.163148136096
San Francisco International Airport,Baltimore/Washington International Airport,Airbus A220-300,26988.466167165985,562.259711815958,-20803.609337190446
San Francisco International Airport,Tampa International Airport,Boeing 737-600,30885.347704231288,865.13579003449,-16178.039273644958
San Francisco International Airport,Tampa International Airport,Boeing 767-800,37606.68463028911,663.2572245200903,-26331.31181344758
San Francisco International Airport,Tampa International Airport,Airbus A200-100,29942.002170749493,739.3086955740615,-17373.75434599045
San Francisco International Airport,Tampa International Airport,Airbus A220-300,26404.456420192742,550.0928420873488,-17052.878104707812
San Francisco International Airport,Austin-Bergstrom International Airport,Boeing 737-600,20900.595781558026,585.4508622285163,-13289.734572587315
San Francisco International Airport,Austin-Bergstrom International Airport,Boeing 767-800,25125.744726947534,443.134827635759,-19364.99196768267
San Francisco International Airport,Austin-Bergstrom International Airport,Airbus A200-100,20307.592420801608,501.4220350815212,-13789.105964741833
San Francisco International Airport,Austin-Bergstrom International Airport,Airbus A220-300,18083.829817965023,376.746454540938,-13186.125908932829
San Francisco International Airport,Washington Dulles International Airport,Boeing 737-600,31157.37244828983,872.7555307644211,-21557.061609881195
San Francisco International Airport,Washington Dulles International Airport,Boeing 767-800,37946.715560362296,669.2542426871657,-30584.918890803474
San Francisco International Airport,Washington Dulles International Airport,Airbus A200-100,30204.482186946334,745.7896836283045,-22000.795667034985
San Francisco International Airport,Washington Dulles International Airport,Airbus A220-300,26631.143706908195,554.8154938939207,-20528.173274075067
San Francisco International Airport,Nashville International Airport,Boeing 737-600,26105.63978078523,731.2504140275976,-18061.885226481656
San Francisco International Airport,Nashville International Airport,Boeing 767-800,31632.049725981542,557.8844748850361,-25495.320502246144
San Francisco International Airport,Nashville International Airport,Airbus A200-100,25330.003297248913,625.4321801789855,-18450.249315280074
San Francisco International Airport,Nashville International Airport,Airbus A220-300,22421.366483987695,467.1118017497436,-17283.136664740516
George Bush Intercontinental Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 737-600,11741.917189833903,328.9052434127144,-559.138913801613
George Bush Intercontinental Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 767-800,13677.39648729238,241.22392393813723,-5475.783073395714
George Bush Intercontinental Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A200-100,11470.270972646751,283.2165672258457,-1840.9076869679957
George Bush Intercontinental Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A220-300,10451.59765819492,217.74161787906084,-3048.3826503068512
George Bush Intercontinental Airport,Dallas/Fort Worth International Airport,Boeing 767-800,7152.980371594473,126.15485664187783,-1854.4763926356036
George Bush Intercontinental Airport,Dallas/Fort Worth International Airport,Airbus A220-300,6101.986914396315,127.12472738325657,-762.7483642995394
George Bush Intercontinental Airport,Denver International Airport,Boeing 737-600,13695.481136258568,383.62692258427364,-7557.45037491019
George Bush Intercontinental Airport,Denver International Airport,Boeing 767-800,16119.351420323212,284.29191217501256,-11570.68082552301
George Bush Intercontinental Airport,Denver International Airport,Airbus A200-100,13355.288815688094,329.76021767131095,-8079.125332947119
George Bush Intercontinental Airport,Denver International Airport,Airbus A220-300,12079.567613548807,251.65765861560013,-8053.045075699205
George Bush Intercontinental Airport,O'Hare International Airport,Boeing 767-800,17023.004892065008,300.2293631757497,-1110.8486437502725
George Bush Intercontinental Airport,John F. Kennedy International Airport,Boeing 767-800,23908.847213292986,421.672790357901,-8306.953970050648
George Bush Intercontinental Airport,John F. Kennedy International Airport,Airbus A200-100,19368.232936577042,478.22797374264303,-1673.7979080992482
George Bush Intercontinental Airport,John F. Kennedy International Airport,Airbus A220-300,17272.56480886199,359.84510018462476,-3958.296102030874
George Bush Intercontinental Airport,Harry Reid International Airport,Boeing 737-600,17721.55638361318,496.40213959700793,-11764.730708449086
George Bush Intercontinental Airport,Harry Reid International Airport,Boeing 767-800,21151.945479516475,373.05018482392376,-16675.34326162939
George Bush Intercontinental Airport,Harry Reid International Airport,Airbus A200-100,17240.098264889915,425.6814386392572,-12131.921001218829
George Bush Intercontinental Airport,Harry Reid International Airport,Airbus A220-300,15434.63031967765,321.5547983266177,-11575.972739758237
George Bush Intercontinental Airport,Orlando International Airport,Boeing 737-600,13594.924110703594,380.81019917937243,-7882.771123013008
George Bush Intercontinental Airport,Orlando International Airport,Boeing 767-800,15993.655138379494,282.07504653226624,-11762.529440395501
George Bush Intercontinental Airport,Orlando International Airport,Airbus A200-100,13258.260106819258,327.364447081957,-8347.793400589904
George Bush Intercontinental Airport,Orlando International Airport,Airbus A220-300,11995.770092252995,249.9118769219374,-8247.091938423935
George Bush Intercontinental Airport,Miami International Airport,Boeing 737-600,14843.787008877054,415.7923531898335,-7775.317004649885
George Bush Intercontinental Airport,Miami International Airport,Boeing 767-800,17554.73376109632,309.6072973738328,-12291.40970574116
George Bush Intercontinental Airport,Miami International Airport,Airbus A200-100,14463.303254179616,357.1185988686325,-8392.287073412865
George Bush Intercontinental Airport,Miami International Airport,Airbus A220-300,13036.489174064212,271.5935244596711,-8419.399258249803
George Bush Intercontinental Airport,Charlotte Douglas International Airport,Boeing 737-600,14252.130305692399,399.2193362939048,-8263.840261283827
George Bush Intercontinental Airport,Charlotte Douglas International Airport,Boeing 767-800,16815.1628821155,296.5637192612963,-12366.707093196055
George Bush Intercontinental Airport,Charlotte Douglas International Airport,Airbus A200-100,13892.406435317229,343.02238111894394,-8747.07071853307
George Bush Intercontinental Airport,Charlotte Douglas International Airport,Airbus A220-300,12543.441921410333,261.3217066960486,-8623.616320969604
George Bush Intercontinental Airport,Seattle-Tacoma International Airport,Boeing 737-600,25068.036137658142,702.1858862089116,-9619.946641062088
George Bush Intercontinental Airport,Seattle-Tacoma International Airport,Boeing 767-800,30335.04517207268,535.0096150277369,-18564.833641462472
George Bush Intercontinental Airport,Seattle-Tacoma International Airport,Airbus A200-100,24328.8067994947,600.7112789998691,-11113.15866149758
George Bush Intercontinental Airport,Seattle-Tacoma International Airport,Airbus A220-300,21556.696781381786,449.09784961212057,-11676.544089915134
George Bush Intercontinental Airport,Phoenix Sky Harbor International Airport,Boeing 737-600,15332.539822050872,429.48290818069677,-3736.5013011720603
George Bush Intercontinental Airport,Phoenix Sky Harbor International Airport,Boeing 767-800,18165.674777563592,320.38227120923443,-9515.353454914262
George Bush Intercontinental Airport,Phoenix Sky Harbor International Airport,Airbus A200-100,14934.906845838563,368.7631319960139,-4978.302281946188
George Bush Intercontinental Airport,Phoenix Sky Harbor International Airport,Airbus A220-300,13443.783185042394,280.07881635504987,-5881.655143456047
George Bush Intercontinental Airport,Newark Liberty International Airport,Boeing 767-800,23665.59979733178,417.38271247498733,-8222.439435757247
George Bush Intercontinental Airport,Newark Liberty International Airport,Airbus A200-100,19180.463001449094,473.5916790481258,-1657.5708766684402
George Bush Intercontinental Airport,Newark Liberty International Airport,Airbus A220-300,17110.39986488785,356.4666638518302,-3921.1333023701336
George Bush Intercontinental Airport,San Francisco International Airport,Boeing 767-800,26965.84271821895,475.58805499504325,-8417.908573412264
George Bush Intercontinental Airport,San Francisco International Airport,Airbus A200-100,21728.018940379545,536.4942948241863,-804.7414422362781
George Bush Intercontinental Airport,San Francisco International Airport,Airbus A220-300,19310.56181214597,402.3033710863744,-3620.7303397773685
George Bush Intercontinental Airport,Logan International Airport,Boeing 737-600,21950.11300261046,614.8491037145787,-5349.187202316833
George Bush Intercontinental Airport,Logan International Airport,Boeing 767-800,26437.641253263075,466.27233250904897,-13848.288275518753
George Bush Intercontinental Airport,Logan International Airport,Airbus A200-100,21320.284476203076,526.4267771901995,-7106.7614920676915
George Bush Intercontinental Airport,Logan International Airport,Airbus A220-300,18958.42750217538,394.9672396286537,-8294.312032201728
George Bush Intercontinental Airport,Fort Lauderdale-Hollywood International Airport,Boeing 737-600,14852.845548735831,416.0460938021242,-7780.06195409972
George Bush Intercontinental Airport,Fort Lauderdale-Hollywood International Airport,Boeing 767-800,17566.05693591979,309.80700063350605,-12299.337925150188
George Bush Intercontinental Airport,Fort Lauderdale-Hollywood International Airport,Airbus A200-100,14472.043950534577,357.3344185317179,-8397.358835495372
George Bush Intercontinental Airport,Fort Lauderdale-Hollywood International Airport,Airbus A220-300,13044.037957279861,271.7507907766638,-8424.274514076576
George Bush Intercontinental Airport,Minneapolis-Saint Paul International Airport,Boeing 737-600,15653.330313025044,438.46863621918897,-6883.957588641266
George Bush Intercontinental Airport,Minneapolis-Saint Paul International Airport,Boeing 767-800,18566.662891281303,327.4543719802699,-12017.575451675904
George Bush Intercontinental Airport,Minneapolis-Saint Paul International Airport,Airbus A200-100,15244.441530111888,376.40596370646637,-7716.322255982561
George Bush Intercontinental Airport,Minneapolis-Saint Paul International Airport,Airbus A220-300,13711.108594187537,285.6480957122404,-7998.14667994273
George Bush Intercontinental Airport,LaGuardia Airport,Boeing 767-800,23899.68596032292,421.51121623144485,-8303.77095975946
George Bush Intercontinental Airport,LaGuardia Airport,Airbus A200-100,19361.161092179096,478.0533603007184,-1673.186761052515
George Bush Intercontinental Airport,LaGuardia Airport,Airbus A220-300,17266.457306881945,359.7178605600405,-3956.896466160446
George Bush Intercontinental Airport,Detroit Metropolitan Airport,Boeing 737-600,16099.838335836594,450.97586374892427,-5276.417605862411
George Bush Intercontinental Airport,Detroit Metropolitan Airport,Boeing 767-800,19124.797919795743,337.2980232768209,-11029.645361152041
George Bush Intercontinental Airport,Detroit Metropolitan Airport,Airbus A200-100,15675.28260475461,387.0440149322126,-6386.226246381508
George Bush Intercontinental Airport,Detroit Metropolitan Airport,Airbus A220-300,14083.19861319716,293.3999711082742,-7041.59930659858
George Bush Intercontinental Airport,Philadelphia International Airport,Boeing 737-600,18887.142470168445,529.05160980864,-899.387736674682
George Bush Intercontinental Airport,Philadelphia International Airport,Boeing 767-800,22608.928087710556,398.7465271201157,-9051.546165626623
George Bush Intercontinental Airport,Philadelphia International Airport,Airbus A200-100,18364.78659402219,453.45152084005406,-2947.4348854603504
George Bush Intercontinental Airport,Philadelphia International Airport,Airbus A220-300,16405.952058473704,341.7906678848688,-4785.069350388165
George Bush Intercontinental Airport,Salt Lake City International Airport,Boeing 737-600,17441.976100319334,488.5707591125865,-14021.980786531229
George Bush Intercontinental Airport,Salt Lake City International Airport,Boeing 767-800,20802.470125399173,366.8865983315551,-18234.26393707829
George Bush Intercontinental Airport,Salt Lake City International Airport,Airbus A200-100,16970.327816097608,419.0204399036446,-14037.184736772095
George Bush Intercontinental Airport,Salt Lake City International Airport,Airbus A220-300,15201.646750266114,316.7009739638774,-12984.739932518973
George Bush Intercontinental Airport,Ronald Reagan Washington National Airport,Boeing 737-600,17572.871619518737,492.23730026663134,-11666.024016319161
George Bush Intercontinental Airport,Ronald Reagan Washington National Airport,Boeing 767-800,20966.089524398423,369.7723020176089,-16528.82190018712
George Bush Intercontinental Airport,Ronald Reagan Washington National Airport,Airbus A200-100,17096.630510061943,422.13902493980106,-12030.96221078433
George Bush Intercontinental Airport,Ronald Reagan Washington National Airport,Airbus A220-300,15310.72634959895,318.9734656166448,-11483.044762199213
George Bush Intercontinental Airport,San Diego International Airport,Boeing 737-600,18642.249262905625,522.1918561037991,-9242.795853037242
George Bush Intercontinental Airport,San Diego International Airport,Boeing 767-800,22302.81157863203,393.3476468894538,-15222.553934621861
George Bush Intercontinental Airport,San Diego International Airport,Airbus A200-100,18128.486130873847,447.61694150305794,-10071.381183818805
George Bush Intercontinental Airport,San Diego International Airport,Airbus A220-300,16201.874385754687,337.53904970322264,-10126.17149109668
George Bush Intercontinental Airport,Baltimore/Washington International Airport,Boeing 737-600,17883.98125348618,500.95185583994913,-11872.55898340679
George Bush Intercontinental Airport,Baltimore/Washington International Airport,Boeing 767-800,21354.976566857727,376.6309800151275,-16835.404806676197
George Bush Intercontinental Airport,Baltimore/Washington International Airport,Airbus A200-100,17396.824016521758,429.55121028448787,-12242.209493107903
George Bush Intercontinental Airport,Baltimore/Washington International Airport,Airbus A220-300,15569.984377905152,324.37467453969066,-11677.488283428864
George Bush Intercontinental Airport,Tampa International Airport,Boeing 737-600,12849.370292933716,359.9263387376391,-6730.62253439385
George Bush Intercontinental Airport,Tampa International Airport,Boeing 767-800,15061.712866167147,265.6386748883095,-10545.855393065885
George Bush Intercontinental Airport,Tampa International Airport,Airbus A200-100,12538.866072129025,309.6016314105932,-7275.638338148941
George Bush Intercontinental Airport,Tampa International Airport,Airbus A220-300,11374.47524411143,236.96823425232148,-7346.015261821965
George Bush Intercontinental Airport,Washington Dulles International Airport,Boeing 737-600,17378.02370841894,486.7793755859648,-11536.671201387362
George Bush Intercontinental Airport,Washington Dulles International Airport,Boeing 767-800,20722.529635523675,365.47671314856575,-16336.809077740887
George Bush Intercontinental Airport,Washington Dulles International Airport,Airbus A200-100,16908.619367772662,417.49677451290523,-11898.6580736178
George Bush Intercontinental Airport,Washington Dulles International Airport,Airbus A220-300,15148.353090349116,315.59068938227324,-11361.264817761836
George Bush Intercontinental Airport,Nashville International Airport,Boeing 737-600,11384.137754319094,318.8834104851287,-7876.420238982678
George Bush Intercontinental Airport,Nashville International Airport,Boeing 767-800,13230.172192898868,233.33637024512996,-10663.472120202438
George Bush Intercontinental Airport,Nashville International Airport,Airbus A200-100,11125.04520153597,274.6924741119993,-8103.427986303977
George Bush Intercontinental Airport,Nashville International Airport,Airbus A220-300,10153.448128599244,211.5301693458176,-7826.61626579525
Logan International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 737-600,14639.937296002545,410.08227719895086,-5208.044920426675
Logan International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 767-800,17299.92162000318,305.1132560847122,-10282.316730054801
Logan International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A200-100,14266.606162809474,352.2618805631969,-6164.582909855946
Logan International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A220-300,12866.614413335454,268.05446694448864,-6701.361673612215
Logan International Airport,Dallas/Fort Worth International Airport,Boeing 737-600,21550.584684679805,603.6578343047565,-4648.165324146623
Logan International Airport,Dallas/Fort Worth International Airport,Boeing 767-800,25938.230855849757,457.46438899205924,-13129.227964072099
Logan International Airport,Dallas/Fort Worth International Airport,Airbus A200-100,20934.774695743672,516.9080171788561,-6461.350214735701
Logan International Airport,Dallas/Fort Worth International Airport,Airbus A220-300,18625.48723723317,388.03098410902436,-7760.619682180488
Logan International Airport,Denver International Airport,Boeing 737-600,23691.712678794735,663.6334083696005,-16391.74518672913
Logan International Airport,Denver International Airport,Boeing 767-800,28614.64084849342,504.66738709864944,-23063.299590408278
Logan International Airport,Denver International Airport,Airbus A200-100,23000.775391819483,567.9203800449255,-16753.6512113253
Logan International Airport,Denver International Airport,Airbus A220-300,20409.76056566228,425.20334511796415,-15732.523769364674
Logan International Airport,O'Hare International Airport,Boeing 737-600,13727.730442910328,384.53026450729215,-269.17118515510265
Logan International Airport,O'Hare International Airport,Boeing 767-800,16159.663053637913,285.0028757255364,-6184.562403244139
