source airport,destination airport,airplane type,total Cost,break even cost per ticket
George Bush Intercontinental Airport,Minneapolis-Saint Paul International Airport,Boeing 767-800,18566.662891281303,327.4543719802699
George Bush Intercontinental Airport,Minneapolis-Saint Paul International Airport,Airbus A200-100,15244.441530111888,376.40596370646637
George Bush Intercontinental Airport,Minneapolis-Saint Paul International Airport,Airbus A220-300,13711.108594187537,285.6480957122404
George Bush Intercontinental Airport,LaGuardia Airport,Boeing 737-600,19919.748768258334,557.9761559736229
George Bush Intercontinental Airport,LaGuardia Airport,Boeing 767-800,23899.68596032292,421.51121623144485
George Bush Intercontinental Airport,LaGuardia Airport,Airbus A200-100,19361.161092179096,478.0533603007184
George Bush Intercontinental Airport,LaGuardia Airport,Airbus A220-300,17266.457306881945,359.7178605600405
George Bush Intercontinental Airport,Detroit Metropolitan Airport,Boeing 737-600,16099.838335836594,450.97586374892427
George Bush Intercontinental Airport,Detroit Metropolitan Airport,Boeing 767-800,19124.797919795743,337.2980232768209
George Bush Intercontinental Airport,Detroit Metropolitan Airport,Airbus A200-100,15675.28260475461,387.0440149322126
George Bush Intercontinental Airport,Detroit Metropolitan Airport,Airbus A220-300,14083.19861319716,293.3999711082742
George Bush Intercontinental Airport,Philadelphia International Airport,Boeing 737-600,18887.142470168445,529.05160980864
George Bush Intercontinental Airport,Philadelphia International Airport,Boeing 767-800,22608.928087710556,398.7465271201157
George Bush Intercontinental Airport,Philadelphia International Airport,Airbus A200-100,18364.78659402219,453.45152084005406
George Bush Intercontinental Airport,Philadelphia International Airport,Airbus A220-300,16405.952058473704,341.7906678848688
George Bush Intercontinental Airport,Salt Lake City International Airport,Boeing 737-600,17441.976100319334,488.5707591125865
George Bush Intercontinental Airport,Salt Lake City International Airport,Boeing 767-800,20802.470125399173,366.8865983315551
George Bush Intercontinental Airport,Salt Lake City International Airport,Airbus A200-100,16970.327816097608,419.0204399036446
George Bush Intercontinental Airport,Salt Lake City International Airport,Airbus A220-300,15201.646750266114,316.7009739638774
George Bush Intercontinental Airport,Ronald Reagan Washington National Airport,Boeing 737-600,17572.871619518737,492.23730026663134
George Bush Intercontinental Airport,Ronald Reagan Washington National Airport,Boeing 767-800,20966.089524398423,369.7723020176089
George Bush Intercontinental Airport,Ronald Reagan Washington National Airport,Airbus A200-100,17096.630510061943,422.13902493980106
George Bush Intercontinental Airport,Ronald Reagan Washington National Airport,Airbus A220-300,15310.72634959895,318.9734656166448
George Bush Intercontinental Airport,San Diego International Airport,Boeing 737-600,18642.249262905625,522.1918561037991
George Bush Intercontinental Airport,San Diego International Airport,Boeing 767-800,22302.81157863203,393.3476468894538
George Bush Intercontinental Airport,San Diego International Airport,Airbus A200-100,18128.486130873847,447.61694150305794
George Bush Intercontinental Airport,San Diego International Airport,Airbus A220-300,16201.874385754687,337.53904970322264
George Bush Intercontinental Airport,Baltimore/Washington International Airport,Boeing 737-600,17883.98125348618,500.95185583994913
George Bush Intercontinental Airport,Baltimore/Washington International Airport,Boeing 767-800,21354.976566857727,376.6309800151275
George Bush Intercontinental Airport,Baltimore/Washington International Airport,Airbus A200-100,17396.824016521758,429.55121028448787
George Bush Intercontinental Airport,Baltimore/Washington International Airport,Airbus A220-300,15569.984377905152,324.37467453969066
George Bush Intercontinental Airport,Tampa International Airport,Boeing 737-600,12849.370292933716,359.9263387376391
George Bush Intercontinental Airport,Tampa International Airport,Boeing 767-800,15061.712866167147,265.6386748883095
George Bush Intercontinental Airport,Tampa International Airport,Airbus A200-100,12538.866072129025,309.6016314105932
George Bush Intercontinental Airport,Tampa International Airport,Airbus A220-300,11374.47524411143,236.96823425232148
George Bush Intercontinental Airport,Washington Dulles International Airport,Boeing 737-600,17378.02370841894,486.7793755859648
George Bush Intercontinental Airport,Washington Dulles International Airport,Boeing 767-800,20722.529635523675,365.47671314856575
George Bush Intercontinental Airport,Washington Dulles International Airport,Airbus A200-100,16908.619367772662,417.49677451290523
George Bush Intercontinental Airport,Washington Dulles International Airport,Airbus A220-300,15148.353090349116,315.59068938227324
George Bush Intercontinental Airport,Nashville International Airport,Boeing 737-600,11384.137754319094,318.8834104851287
George Bush Intercontinental Airport,Nashville International Airport,Boeing 767-800,13230.172192898868,233.33637024512996
George Bush Intercontinental Airport,Nashville International Airport,Airbus A200-100,11125.04520153597,274.6924741119993
George Bush Intercontinental Airport,Nashville International Airport,Airbus A220-300,10153.448128599244,211.5301693458176
Logan International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 737-600,14639.937296002545,410.08227719895086
Logan International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 767-800,17299.92162000318,305.1132560847122
Logan International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A200-100,14266.606162809474,352.2618805631969
Logan International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A220-300,12866.614413335454,268.05446694448864
Logan International Airport,Dallas/Fort Worth International Airport,Boeing 737-600,21550.584684679805,603.6578343047565
Logan International Airport,Dallas/Fort Worth International Airport,Boeing 767-800,25938.230855849757,457.46438899205924
Logan International Airport,Dallas/Fort Worth International Airport,Airbus A200-100,20934.774695743672,516.9080171788561
Logan International Airport,Dallas/Fort Worth International Airport,Airbus A220-300,18625.48723723317,388.03098410902436
Logan International Airport,Denver International Airport,Boeing 737-600,23691.712678794735,663.6334083696005
Logan International Airport,Denver International Airport,Boeing 767-800,28614.64084849342,504.66738709864944
Logan International Airport,Denver International Airport,Airbus A200-100,23000.775391819483,567.9203800449255
Logan International Airport,Denver International Airport,Airbus A220-300,20409.76056566228,425.20334511796415
Logan International Airport,O'Hare International Airport,Boeing 737-600,13727.730442910328,384.53026450729215
Logan International Airport,O'Hare International Airport,Boeing 767-800,16159.663053637913,285.0028757255364
Logan International Airport,O'Hare International Airport,Airbus A200-100,13386.406567720494,330.5285572276665
Logan International Airport,O'Hare International Airport,Airbus A220-300,12106.442035758606,252.21754241163762
Logan International Airport,Los Angeles International Airport,Boeing 737-600,33320.45403108693,933.3460512909504
Logan International Airport,Los Angeles International Airport,Boeing 767-800,40650.56753885866,716.9412264348971
Logan International Airport,Los Angeles International Airport,Airbus A200-100,32291.66617034704,797.3250906258529
Logan International Airport,Los Angeles International Airport,Airbus A220-300,28433.71169257244,592.3689935952592
Logan International Airport,John F. Kennedy International Airport,Boeing 737-600,6095.741216558626,170.7490536851156
Logan International Airport,John F. Kennedy International Airport,Boeing 767-800,6619.676520698282,116.74914498586035
Logan International Airport,John F. Kennedy International Airport,Airbus A200-100,6022.206437030253,148.6964552353149
Logan International Airport,John F. Kennedy International Airport,Airbus A220-300,5746.451013798855,119.7177294541428
Logan International Airport,Harry Reid International Airport,Boeing 737-600,30727.098343184767,860.7030348231028
Logan International Airport,Harry Reid International Airport,Boeing 767-800,37408.87292898096,659.7684819926096
Logan International Airport,Harry Reid International Airport,Airbus A200-100,29789.3054188625,735.5384054040123
Logan International Airport,Harry Reid International Airport,Airbus A220-300,26272.581952653974,547.3454573469578
Logan International Airport,Orlando International Airport,Boeing 737-600,16632.803604514265,465.9048628715481
Logan International Airport,Orlando International Airport,Boeing 767-800,19791.00450564283,349.04769851221926
Logan International Airport,Orlando International Airport,Airbus A200-100,16189.547337689204,399.7419095725729
Logan International Airport,Orlando International Airport,Airbus A220-300,14527.336337095221,302.6528403561504
Logan International Airport,Miami International Airport,Boeing 737-600,18179.70509637265,509.2354368731836
Logan International Airport,Miami International Airport,Boeing 767-800,21724.631370465813,383.1504650875805
Logan International Airport,Miami International Airport,Airbus A200-100,17682.171584219224,436.5968292399808
Logan International Airport,Miami International Airport,Airbus A220-300,15816.420913643873,329.50876903424734
Logan International Airport,Charlotte Douglas International Airport,Boeing 737-600,12187.745842034012,341.3934409533337
Logan International Airport,Charlotte Douglas International Airport,Boeing 767-800,14234.682302542516,251.05259792843947
Logan International Airport,Charlotte Douglas International Airport,Airbus A200-100,11900.456514243348,293.838432450453
Logan International Airport,Charlotte Douglas International Airport,Airbus A220-300,10823.121535028342,225.48169864642378
Logan International Airport,Seattle-Tacoma International Airport,Boeing 737-600,32008.677392570364,896.6016076350243
Logan International Airport,Seattle-Tacoma International Airport,Boeing 767-800,39010.84674071296,688.0219883723627
Logan International Airport,Seattle-Tacoma International Airport,Airbus A200-100,31025.916782304746,766.0720193161666
Logan International Airport,Seattle-Tacoma International Airport,Airbus A220-300,27340.56449380864,569.5950936210133
Logan International Airport,Phoenix Sky Harbor International Airport,Boeing 737-600,29827.515433898137,835.5046340027491
Logan International Airport,Phoenix Sky Harbor International Airport,Boeing 767-800,36284.39429237268,639.9364072728868
Logan International Airport,Phoenix Sky Harbor International Airport,Airbus A200-100,28921.28682218242,714.1058474612944
Logan International Airport,Phoenix Sky Harbor International Airport,Airbus A220-300,25522.929528248453,531.7276985051761
Logan International Airport,Newark Liberty International Airport,Boeing 737-600,6253.391440246809,175.16502633744565
Logan International Airport,Newark Liberty International Airport,Boeing 767-800,6816.739300308511,120.2246790177868
Logan International Airport,Newark Liberty International Airport,Airbus A200-100,6174.3250739223595,152.45247096104592
Logan International Airport,Newark Liberty International Airport,Airbus A220-300,5877.826200205674,122.45471250428487
Logan International Airport,San Francisco International Airport,Boeing 737-600,34359.154133836055,962.4412922643154
Logan International Airport,San Francisco International Airport,Boeing 767-800,41948.94266729508,739.8402586824529
Logan International Airport,San Francisco International Airport,Airbus A200-100,33293.92065545585,822.0721149495271
Logan International Airport,San Francisco International Airport,Airbus A220-300,29299.29511153005,610.4019814902093
Logan International Airport,George Bush Intercontinental Airport,Boeing 737-600,21950.11300261046,614.8491037145787
Logan International Airport,George Bush Intercontinental Airport,Boeing 767-800,26437.641253263075,466.27233250904897
Logan International Airport,George Bush Intercontinental Airport,Airbus A200-100,21320.284476203076,526.4267771901995
Logan International Airport,George Bush Intercontinental Airport,Airbus A220-300,18958.42750217538,394.9672396286537
Logan International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 737-600,17944.6382743629,502.65093205498323
Logan International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 767-800,21430.797842953627,377.9682159251081
Logan International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A200-100,17455.352720876486,430.99636347843176
Logan International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A220-300,15620.531895302418,325.42774781880036
Logan International Airport,Minneapolis-Saint Paul International Airport,Boeing 737-600,16609.930924382992,465.26417155134436
Logan International Airport,Minneapolis-Saint Paul International Airport,Boeing 767-800,19762.413655478736,348.5434507139107
Logan International Airport,Minneapolis-Saint Paul International Airport,Airbus A200-100,16167.477207737975,399.19696809229566
Logan International Airport,Minneapolis-Saint Paul International Airport,Airbus A220-300,14508.275770319158,302.2557452149825
Logan International Airport,LaGuardia Airport,Boeing 737-600,6074.075294672788,170.14216511688483
Logan International Airport,LaGuardia Airport,Boeing 767-800,6592.594118340985,116.27150120530838
Logan International Airport,LaGuardia Airport,Airbus A200-100,6001.300722929884,148.18026476370082
Logan International Airport,LaGuardia Airport,Airbus A220-300,5728.39607889399,119.34158497695813
Logan International Airport,Detroit Metropolitan Airport,Boeing 737-600,11094.851635000867,310.7801578431616
Logan International Airport,Detroit Metropolitan Airport,Boeing 767-800,12868.564543751085,226.9588102954336
Logan International Airport,Detroit Metropolitan Airport,Airbus A200-100,10845.909472369258,267.8002338856607
Logan International Airport,Detroit Metropolitan Airport,Airbus A220-300,9912.376362500723,206.50784088543173
Logan International Airport,Philadelphia International Airport,Boeing 737-600,7147.050335529605,200.19748839018504
Logan International Airport,Philadelphia International Airport,Boeing 767-800,7933.8129194120065,139.9261537815169
Logan International Airport,Philadelphia International Airport,Airbus A200-100,7036.627516739093,173.74388930219982
Logan International Airport,Philadelphia International Airport,Airbus A220-300,6622.54194627467,137.9696238807223
Logan International Airport,Salt Lake City International Airport,Boeing 737-600,27635.700107710534,774.1092467145809
Logan International Airport,Salt Lake City International Airport,Boeing 767-800,33544.625134638176,591.6159635738655
Logan International Airport,Salt Lake City International Airport,Airbus A200-100,26806.377296913677,661.8858591830538
Logan International Airport,Salt Lake City International Airport,Airbus A220-300,23696.416756425446,493.67534909219677
Logan International Airport,Ronald Reagan Washington National Airport,Boeing 737-600,8486.046218277384,237.70437586211165
Logan International Airport,Ronald Reagan Washington National Airport,Boeing 767-800,9607.557772846729,169.44546336590352
Logan International Airport,Ronald Reagan Washington National Airport,Airbus A200-100,8328.641087811511,205.64545895830892
Logan International Airport,Ronald Reagan Washington National Airport,Airbus A220-300,7738.371848564487,161.2160801784268
Logan International Airport,San Diego International Airport,Boeing 737-600,33066.720516576344,926.2386699321106
Logan International Airport,San Diego International Airport,Boeing 767-800,40333.40064572044,711.3474540691436
Logan International Airport,San Diego International Airport,Airbus A200-100,32046.835586170168,791.2798910165474
Logan International Airport,San Diego International Airport,Airbus A220-300,28222.267097146956,587.9638978572283
Logan International Airport,Baltimore/Washington International Airport,Boeing 737-600,8151.781145857001,228.34120856742302
Logan International Airport,Baltimore/Washington International Airport,Boeing 767-800,9189.726432321253,162.07630392100975
Logan International Airport,Baltimore/Washington International Airport,Airbus A200-100,8006.104614423423,197.6815954178623
Logan International Airport,Baltimore/Washington International Airport,Airbus A220-300,7459.817621547501,155.41286711557294
Logan International Airport,Tampa International Airport,Boeing 737-600,17343.53763268357,485.8133790667667
Logan International Airport,Tampa International Airport,Boeing 767-800,20679.422040854464,364.71643811030805
Logan International Airport,Tampa International Airport,Airbus A200-100,16875.343329782394,416.6751439452443
Logan International Airport,Tampa International Airport,Airbus A220-300,15119.614693902975,314.99197278964533
Logan International Airport,Austin-Bergstrom International Airport,Boeing 737-600,23085.29979468606,646.6470530724387
Logan International Airport,Austin-Bergstrom International Airport,Boeing 767-800,27856.624743357574,491.2984963555128
Logan International Airport,Austin-Bergstrom International Airport,Airbus A200-100,22415.640152767253,553.4725963646235
Logan International Airport,Austin-Bergstrom International Airport,Airbus A220-300,19904.416495571713,414.675343657744
Logan International Airport,Washington Dulles International Airport,Boeing 737-600,8636.4083879162,241.91620134219053
Logan International Airport,Washington Dulles International Airport,Boeing 767-800,9795.51048489525,172.76032601226194
Logan International Airport,Washington Dulles International Airport,Airbus A200-100,8473.727391848966,209.22783683577694
Logan International Airport,Washington Dulles International Airport,Airbus A220-300,7863.673656596835,163.82653451243405
Logan International Airport,Nashville International Airport,Boeing 737-600,14587.775209389036,408.6211543246229
Logan International Airport,Nashville International Airport,Boeing 767-800,17234.719011736295,303.9632982669541
Logan International Airport,Nashville International Airport,Airbus A200-100,14216.274324849071,351.01911913207584
Logan International Airport,Nashville International Airport,Airbus A220-300,12823.146007824196,267.1488751630041
Fort Lauderdale-Hollywood International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 737-600,10548.293844185471,295.47041580351464
Fort Lauderdale-Hollywood International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 767-800,12185.367305231839,214.9094762827485
Fort Lauderdale-Hollywood International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A200-100,10318.529147898262,254.77849747896943
Fort Lauderdale-Hollywood International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A220-300,9456.911536821226,197.0189903504422
Fort Lauderdale-Hollywood International Airport,Dallas/Fort Worth International Airport,Boeing 737-600,16583.976385926777,464.53715366741676
Fort Lauderdale-Hollywood International Airport,Dallas/Fort Worth International Airport,Boeing 767-800,19729.970482408477,347.97126071267155
Fort Lauderdale-Hollywood International Airport,Dallas/Fort Worth International Airport,Airbus A200-100,16142.43335484163,398.5786013541143
Fort Lauderdale-Hollywood International Airport,Dallas/Fort Worth International Airport,Airbus A220-300,14486.646988272316,301.8051455890066
Fort Lauderdale-Hollywood International Airport,Denver International Airport,Boeing 737-600,23154.940459578982,648.5977719770024
Fort Lauderdale-Hollywood International Airport,Denver International Airport,Boeing 767-800,27943.67557447373,492.8337843822528
Fort Lauderdale-Hollywood International Airport,Denver International Airport,Airbus A200-100,22482.83728555867,555.1317848286092
Fort Lauderdale-Hollywood International Airport,Denver International Airport,Airbus A220-300,19962.450382982486,415.8843829788018
Fort Lauderdale-Hollywood International Airport,O'Hare International Airport,Boeing 737-600,17326.40166389088,485.3333799409211
Fort Lauderdale-Hollywood International Airport,O'Hare International Airport,Boeing 767-800,20658.002079863603,364.3386610205221
Fort Lauderdale-Hollywood International Airport,O'Hare International Airport,Airbus A200-100,16858.80862305261,416.26687958154594
Fort Lauderdale-Hollywood International Airport,O'Hare International Airport,Airbus A220-300,15105.334719909068,314.6944733314389
Fort Lauderdale-Hollywood International Airport,Los Angeles International Airport,Boeing 737-600,30318.827696323384,849.2668822499548
Fort Lauderdale-Hollywood International Airport,Los Angeles International Airport,Boeing 767-800,36898.534620404236,650.7678063563358
Fort Lauderdale-Hollywood International Airport,Los Angeles International Airport,Airbus A200-100,29395.3600578559,725.8113594532322
Fort Lauderdale-Hollywood International Airport,Los Angeles International Airport,Airbus A220-300,25932.35641360282,540.2574252833921
Fort Lauderdale-Hollywood International Airport,John F. Kennedy International Airport,Boeing 737-600,16053.047672647512,449.66520091449615
Fort Lauderdale-Hollywood International Airport,John F. Kennedy International Airport,Boeing 767-800,19066.30959080939,336.26648308305806
Fort Lauderdale-Hollywood International Airport,John F. Kennedy International Airport,Airbus A200-100,15630.133719221285,385.92922763509347
Fort Lauderdale-Hollywood International Airport,John F. Kennedy International Airport,Airbus A220-300,14044.206393872926,292.58763320568596
Fort Lauderdale-Hollywood International Airport,Harry Reid International Airport,Boeing 737-600,28419.886706496247,796.075257885049
Fort Lauderdale-Hollywood International Airport,Harry Reid International Airport,Boeing 767-800,34524.858383120314,608.9040279209933
Fort Lauderdale-Hollywood International Airport,Harry Reid International Airport,Airbus A200-100,27563.04857644375,680.5691006529321
Fort Lauderdale-Hollywood International Airport,Harry Reid International Airport,Airbus A220-300,24349.905588746875,507.2896997655599
Fort Lauderdale-Hollywood International Airport,Orlando International Airport,Boeing 737-600,5995.88176348571,167.95187012565015
Fort Lauderdale-Hollywood International Airport,Orlando International Airport,Boeing 767-800,6494.852204357137,114.54765792516999
Fort Lauderdale-Hollywood International Airport,Orlando International Airport,Airbus A200-100,5925.850824416037,146.31730430656881
Fort Lauderdale-Hollywood International Airport,Orlando International Airport,Airbus A220-300,5663.234802904759,117.98405839384914
Fort Lauderdale-Hollywood International Airport,Charlotte Douglas International Airport,Boeing 737-600,11127.53044157082,311.69553057621346
Fort Lauderdale-Hollywood International Airport,Charlotte Douglas International Airport,Boeing 767-800,12909.413051963527,227.6792425390393
Fort Lauderdale-Hollywood International Airport,Charlotte Douglas International Airport,Airbus A200-100,10877.441654147284,268.57880627524156
Fort Lauderdale-Hollywood International Airport,Charlotte Douglas International Airport,Airbus A220-300,9939.608701309018,207.0751812772712
Fort Lauderdale-Hollywood International Airport,Seattle-Tacoma International Airport,Boeing 737-600,34543.65609185325,967.6094143376262
Fort Lauderdale-Hollywood International Airport,Seattle-Tacoma International Airport,Boeing 767-800,42179.57011481656,743.907762166077
Fort Lauderdale-Hollywood International Airport,Seattle-Tacoma International Airport,Airbus A200-100,33471.94886056016,826.4678731002508
Fort Lauderdale-Hollywood International Airport,Seattle-Tacoma International Airport,Airbus A220-300,29453.04674321104,613.6051404835633
Fort Lauderdale-Hollywood International Airport,Phoenix Sky Harbor International Airport,Boeing 737-600,26160.74731444463,732.7940424214183
Fort Lauderdale-Hollywood International Airport,Phoenix Sky Harbor International Airport,Boeing 767-800,31700.934143055787,559.0993676023949
Fort Lauderdale-Hollywood International Airport,Phoenix Sky Harbor International Airport,Airbus A200-100,25383.17723323605,626.7451168700259
Fort Lauderdale-Hollywood International Airport,Phoenix Sky Harbor International Airport,Airbus A220-300,22467.289428703858,468.0685297646637
Fort Lauderdale-Hollywood International Airport,Newark Liberty International Airport,Boeing 737-600,16007.117079885293,448.3786296886637
Fort Lauderdale-Hollywood International Airport,Newark Liberty International Airport,Boeing 767-800,19008.896349856615,335.25390387754175
Fort Lauderdale-Hollywood International Airport,Newark Liberty International Airport,Airbus A200-100,15585.814726205108,384.83493151123724
Fort Lauderdale-Hollywood International Airport,Newark Liberty International Airport,Airbus A220-300,14005.930899904411,291.7902270813419
Fort Lauderdale-Hollywood International Airport,San Francisco International Airport,Boeing 737-600,33031.609708617696,925.25517391086
Fort Lauderdale-Hollywood International Airport,San Francisco International Airport,Boeing 767-800,40289.51213577213,710.5734062746408
Fort Lauderdale-Hollywood International Airport,San Francisco International Airport,Airbus A200-100,32012.956736385502,790.4433762070495
Fort Lauderdale-Hollywood International Airport,San Francisco International Airport,Airbus A220-300,28193.008090514748,587.3543352190572
Fort Lauderdale-Hollywood International Airport,George Bush Intercontinental Airport,Boeing 737-600,14852.845548735831,416.0460938021242
Fort Lauderdale-Hollywood International Airport,George Bush Intercontinental Airport,Boeing 767-800,17566.05693591979,309.80700063350605
Fort Lauderdale-Hollywood International Airport,George Bush Intercontinental Airport,Airbus A200-100,14472.043950534577,357.3344185317179
Fort Lauderdale-Hollywood International Airport,George Bush Intercontinental Airport,Airbus A220-300,13044.037957279861,271.7507907766638
Fort Lauderdale-Hollywood International Airport,Logan International Airport,Boeing 737-600,17944.6382743629,502.65093205498323
Fort Lauderdale-Hollywood International Airport,Logan International Airport,Boeing 767-800,21430.797842953627,377.9682159251081
Fort Lauderdale-Hollywood International Airport,Logan International Airport,Airbus A200-100,17455.352720876486,430.99636347843176
Fort Lauderdale-Hollywood International Airport,Logan International Airport,Airbus A220-300,15620.531895302418,325.42774781880036
Fort Lauderdale-Hollywood International Airport,Minneapolis-Saint Paul International Airport,Boeing 737-600,20754.741756823023,581.3653153171716
Fort Lauderdale-Hollywood International Airport,Minneapolis-Saint Paul International Airport,Boeing 767-800,24943.427196028777,439.91935089997844
Fort Lauderdale-Hollywood International Airport,Minneapolis-Saint Paul International Airport,Airbus A200-100,20166.856081145022,497.94706373197585
Fort Lauderdale-Hollywood International Airport,Minneapolis-Saint Paul International Airport,Airbus A220-300,17962.28479735252,374.2142666115108
Fort Lauderdale-Hollywood International Airport,LaGuardia Airport,Boeing 737-600,16128.16109616907,451.76921838008604
Fort Lauderdale-Hollywood International Airport,LaGuardia Airport,Boeing 767-800,19160.201370211336,337.92242275505004
Fort Lauderdale-Hollywood International Airport,LaGuardia Airport,Airbus A200-100,15702.611584022787,387.71880454377253
Fort Lauderdale-Hollywood International Airport,LaGuardia Airport,Airbus A220-300,14106.800913474224,293.89168569737967
Fort Lauderdale-Hollywood International Airport,Detroit Metropolitan Airport,Boeing 737-600,16715.347697958772,468.2170223517864
Fort Lauderdale-Hollywood International Airport,Detroit Metropolitan Airport,Boeing 767-800,19894.18462244846,350.867453658703
Fort Lauderdale-Hollywood International Airport,Detroit Metropolitan Airport,Airbus A200-100,16269.195147153201,401.7085221519309
Fort Lauderdale-Hollywood International Airport,Detroit Metropolitan Airport,Airbus A220-300,14596.123081632308,304.0858975340064
Fort Lauderdale-Hollywood International Airport,Philadelphia International Airport,Boeing 737-600,15192.424176172615,425.5581001729024
Fort Lauderdale-Hollywood International Airport,Philadelphia International Airport,Boeing 767-800,17990.53022021577,317.29330194384073
Fort Lauderdale-Hollywood International Airport,Philadelphia International Airport,Airbus A200-100,14799.707538412173,365.4248774916586
Fort Lauderdale-Hollywood International Airport,Philadelphia International Airport,Airbus A220-300,13327.020146810513,277.64625305855236
Fort Lauderdale-Hollywood International Airport,Salt Lake City International Airport,Boeing 737-600,27427.948380513244,768.2898706026119
Fort Lauderdale-Hollywood International Airport,Salt Lake City International Airport,Boeing 767-800,33284.935475641556,587.0358990412973
Fort Lauderdale-Hollywood International Airport,Salt Lake City International Airport,Airbus A200-100,26605.91510400401,656.9361754075064
Fort Lauderdale-Hollywood International Airport,Salt Lake City International Airport,Airbus A220-300,23523.290317094372,490.06854827279943
Fort Lauderdale-Hollywood International Airport,Ronald Reagan Washington National Airport,Boeing 737-600,14141.137041675673,396.11028127943064
Fort Lauderdale-Hollywood International Airport,Ronald Reagan Washington National Airport,Boeing 767-800,16676.42130209459,294.1167778147194
Fort Lauderdale-Hollywood International Airport,Ronald Reagan Washington National Airport,Airbus A200-100,13785.307671792318,340.3779672047486
Fort Lauderdale-Hollywood International Airport,Ronald Reagan Washington National Airport,Airbus A220-300,12450.947534729727,259.3947403068693
Fort Lauderdale-Hollywood International Airport,San Diego International Airport,Boeing 737-600,29493.24445792576,826.1413013424584
Fort Lauderdale-Hollywood International Airport,San Diego International Airport,Boeing 767-800,35866.555572407204,632.5671176791394
Fort Lauderdale-Hollywood International Airport,San Diego International Airport,Airbus A200-100,28598.74465238451,706.1418432687533
Fort Lauderdale-Hollywood International Airport,San Diego International Airport,Airbus A220-300,25244.3703816048,525.9243829501
Fort Lauderdale-Hollywood International Airport,Baltimore/Washington International Airport,Boeing 737-600,14439.026679633362,404.4545288412707
Fort Lauderdale-Hollywood International Airport,Baltimore/Washington International Airport,Boeing 767-800,17048.783349541704,300.6840096920936
Fort Lauderdale-Hollywood International Airport,Baltimore/Washington International Airport,Airbus A200-100,14072.745041751492,347.47518621608623
Fort Lauderdale-Hollywood International Airport,Baltimore/Washington International Airport,Airbus A220-300,12699.188899694469,264.56643541030144
Fort Lauderdale-Hollywood International Airport,Tampa International Airport,Boeing 737-600,6214.900011496156,174.08683505591478
Fort Lauderdale-Hollywood International Airport,Tampa International Airport,Boeing 767-800,6768.625014370196,119.37610254621158
Fort Lauderdale-Hollywood International Airport,Tampa International Airport,Airbus A200-100,6137.184221619099,151.5354128794839
Fort Lauderdale-Hollywood International Airport,Tampa International Airport,Airbus A220-300,5845.750009580131,121.78645853291938
Fort Lauderdale-Hollywood International Airport,Austin-Bergstrom International Airport,Boeing 737-600,16416.744132879317,459.8527768313535
Fort Lauderdale-Hollywood International Airport,Austin-Bergstrom International Airport,Boeing 767-800,19520.930166099148,344.2844826472513
Fort Lauderdale-Hollywood International Airport,Austin-Bergstrom International Airport,Airbus A200-100,15981.06890014671,394.594293830783
Fort Lauderdale-Hollywood International Airport,Austin-Bergstrom International Airport,Airbus A220-300,14347.286777399431,298.90180786248817
Fort Lauderdale-Hollywood International Airport,Washington Dulles International Airport,Boeing 737-600,14167.184496496646,396.8399018626512
Fort Lauderdale-Hollywood International Airport,Washington Dulles International Airport,Boeing 767-800,16708.98062062081,294.6910162366986
Fort Lauderdale-Hollywood International Airport,Washington Dulles International Airport,Airbus A200-100,13810.4411808301,340.99854767481725
Fort Lauderdale-Hollywood International Airport,Washington Dulles International Airport,Airbus A220-300,12472.653747080538,259.84695306417785
Fort Lauderdale-Hollywood International Airport,Nashville International Airport,Boeing 737-600,12936.555297863375,362.36849573846996
Fort Lauderdale-Hollywood International Airport,Nashville International Airport,Boeing 767-800,15170.69412232922,267.5607428982226
Fort Lauderdale-Hollywood International Airport,Nashville International Airport,Airbus A200-100,12622.991954078696,311.67881368095544
Fort Lauderdale-Hollywood International Airport,Nashville International Airport,Airbus A220-300,11447.129414886147,238.48186281012806
Minneapolis-Saint Paul International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 737-600,14207.360011160594,397.9652664190643
Minneapolis-Saint Paul International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 767-800,16759.200013950744,295.57671982276446
Minneapolis-Saint Paul International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A200-100,13849.207028312854,341.95572909414454
Minneapolis-Saint Paul International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A220-300,12506.133342633828,260.54444463820477
Minneapolis-Saint Paul International Airport,Dallas/Fort Worth International Airport,Boeing 737-600,13605.661861415128,381.1109765102277
Minneapolis-Saint Paul International Airport,Dallas/Fort Worth International Airport,Boeing 767-800,16007.07732676891,282.31176943155043
Minneapolis-Saint Paul International Airport,Dallas/Fort Worth International Airport,Airbus A200-100,13268.621094347931,327.62027393451683
